url,topic,text
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/mercy,Mercy,"Our Heavenly Father knows our weaknesses and sins. He shows mercy when He forgives us of our sins and helps us return to dwell in His presence.
Such compassion may seem to conflict with the law of justice, which requires that no unclean thing be permitted to dwell with God (see 1 Nephi 10:21). But the Atonement of Jesus Christ made it possible for God to “be a perfect, just God, and a merciful God also” (Alma 42:15).
Receiving God’s Mercy
The Savior satisfied the demands of justice when He stood in our place and suffered the penalty for our sins. Because of this selfless act, the Father can mercifully withhold punishment from us and welcome us into His presence. To receive the Lord’s forgiveness, we must sincerely repent of our sins. As the prophet Alma taught, “Justice exerciseth all his demands, and also mercy claimeth all which is her own; and thus, none but the truly penitent are saved” (Alma 42:24; see also verses 22–23, 25).
Forgiveness of sin is not the only gift of mercy from Heavenly Father and Jesus Christ. Every blessing you receive is an act of mercy, more than you could ever merit on your own. Mormon taught, “All things which are good cometh of Christ; otherwise men were fallen, and there could no good thing come unto them” (Moroni 7:24). For example, you are a recipient of divine mercy when Heavenly Father hears and answers your prayers, when you receive guidance from the Holy Ghost, and when you are healed from sickness through priesthood power. Although all such blessings come as results of your obedience, you could never receive them through your efforts alone. They are merciful gifts from a loving and compassionate Father.
Showing Mercy for Others
Speaking to His disciples, the Savior commanded: “Be ye … merciful, as your Father also is merciful” (Luke 6:36). You can follow your Heavenly Father’s example of mercy in your relationships with others. Strive to rid your life of arrogance, pride, and conceit. Seek ways to be compassionate, respectful, forgiving, gentle, and patient, even when you are aware of others’ shortcomings. As you do so, your example will lead others to be more merciful, and you will have greater claim on the mercy of God."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/millennium,Millennium,"A millennium is a period of 1,000 years. When we speak of “the Millennium,” we refer to the 1,000 years following the Savior’s Second Coming (see Revelation 20:4; D&C 29:11). During the Millennium, “Christ will reign personally upon the earth” (Articles of Faith 1:10).
The Millennium will be a time of righteousness and peace on the earth. The Lord has revealed that “in that day the enmity of man, and the enmity of beasts, yea, the enmity of all flesh, shall cease” (D&C 101:26; see also Isaiah 11:6–9). Satan will be “bound, that he shall have no place in the hearts of the children of men” (D&C 45:55; see also Revelation 20:1–3).
During the Millennium, all people on the earth will be good and just, but many will not have received the fulness of the gospel. Consequently, members of the Church will participate in missionary work.
Members of the Church will also participate in temple work during the Millennium. The Saints will continue to build temples and receive ordinances in behalf of their kindred dead. Guided by revelation, they will prepare records of their ancestors all the way back to Adam and Eve.
Complete righteousness and peace will continue until the end of the 1,000 years, when Satan “shall be loosed for a little season, that he may gather together his armies.” The armies of Satan will fight against the hosts of heaven, who will be led by Michael, or Adam. Satan and his followers will be defeated and cast out forever. (See D&C 88:111–115.)"
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/missionary-work,Missionary Work,"When we experience the blessings of gospel living, we naturally want to share those blessings with others. The Lord spoke of the joy that comes into our lives when we share His gospel:
“If it so be that you should labor all your days in crying repentance unto this people, and bring, save it be one soul unto me, how great shall be your joy with him in the kingdom of my Father!
“And now, if your joy will be great with one soul that you have brought unto me into the kingdom of my Father, how great will be your joy if you should bring many souls unto me!” (D&C 18:15–16).
Each Member’s Missionary Duty
The Lord has declared that missionary work is the responsibility of all Latter-day Saints (see D&C 88:81). As a member of the Lord’s Church, you can, by the goodness of your life and the strength of your testimony, help prepare your family members, friends, and other acquaintances to meet with the full-time missionaries.
The most powerful missionary message you can send is your own example of living a happy Latter-day Saint life. Remember that people do not join the Church only because of gospel principles they learn. They join because they feel something that begins to satisfy their spiritual needs. If you are sincere in your friendship with them, they will be able to feel the spirit of your testimony and happiness.
In addition to setting a good example, you can “be ready always to give an answer to every man that asketh you a reason of the hope that is in you” (1 Peter 3:15). You can pray for opportunities to tell others about the restored gospel. Then you can be alert, because many people yearn for the truth.
Serving Full-Time Missions
After His Resurrection, the Lord commanded His disciples to “go … and teach all nations, baptizing them in the name of the Father, and of the Son, and of the Holy Ghost” (Matthew 28:19). In fulfillment of this command, able young men in the Church have a duty to prepare spiritually, physically, and emotionally to serve as full-time missionaries. Single women and mature couples also have the opportunity to serve full-time missions. If you desire to serve a full-time mission, speak with your bishop or branch president.
Ministering to New Members of the Church
Missionary work includes helping and supporting those who join the Church. As you ponder this responsibility, remember that new members may face trials when they join the Church. Their new commitments often require them to set aside old habits and leave old friends and associations. In addition, the Church introduces a way of life that may seem different and demanding.
Each new member of the Church needs three things: a friend, a responsibility, and nurturing with “the good word of God” (Moroni 6:4). You can be part of the effort to provide this help. You can always be a friend. Even if you are not in a position to extend formal Church callings or responsibilities, you can work beside new members in acts of service. And you can seek opportunities to share the word of God with new members."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/modesty,Modesty,"Modesty is an attitude of humility and decency in dress, grooming, language, and behavior. If you are modest, you do not draw undue attention to yourself. Instead, you seek to “glorify God in your body, and in your spirit” (1 Corinthians 6:20; see also verse 19).
If you are unsure about whether your dress or grooming is modest, ask yourself, “Would I feel comfortable with my appearance if I were in the Lord’s presence?” You might ask yourself a similar question about your language and behavior: “Would I say these words or participate in these activities if the Lord were present?” Your honest answers to these questions may lead you to make important changes in your life. The following information will help you in your efforts to be modest.
Dress and Grooming
Prophets have always counseled us to dress modestly. This counsel is founded on the truth that the human body is God’s sacred creation. Respect your body as a gift from God. Through your dress and appearance, you can show the Lord that you know how precious your body is.
Your clothing expresses who you are. It sends messages about you, and it influences the way you and others act. When you are well groomed and modestly dressed, you can invite the companionship of the Spirit and exercise a good influence on those around you.
Central to the command to be modest is an understanding of the sacred power of procreation, the ability to bring children into the world. This power is to be used only between husband and wife. Revealing and sexually suggestive clothing, which includes short shorts and skirts, tight clothing, and shirts that do not cover the stomach, can stimulate desires and actions that violate the Lord’s law of chastity.
In addition to avoiding clothing that is revealing, you should avoid extremes in clothing, appearance, and hairstyle. In dress, grooming, and manners, always be neat and clean, never sloppy or inappropriately casual. Do not disfigure yourself with tattoos or body piercings. If you are a woman and you desire to have your ears pierced, wear only one pair of modest earrings.
Maintain high standards of modesty for all occasions. Do not lower your standards to draw attention to your body or to seek approval from others. True disciples of Jesus Christ maintain the Lord’s standard regardless of current fashions or pressure from others.
Language and Behavior
Like your dress and grooming, your language and behavior are expressions of your character. Your words and actions can have a profound influence on you and on others. Express yourself through clean, positive, uplifting language and in actions that bring happiness to those around you. Your efforts to be modest in word and deed lead to increased guidance and comfort from the Holy Ghost.
Avoid the filthy language and the casual, irreverent use of the Lord’s name that are so common in the world. Withstand any temptation to participate in extreme or inappropriate behavior. The irreverent nature of such language and behavior impairs your ability to receive the quiet promptings of the Holy Ghost."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/obedience,Obedience,"In the premortal existence, Heavenly Father presided over a great Council in Heaven. There we learned of His plan for our salvation, which included a time of testing on the earth: “We will make an earth whereon these may dwell; and we will prove them herewith, to see if they will do all things whatsoever the Lord their God shall command them” (Abraham 3:24–25). One reason you are here on the earth is to show your willingness to obey Heavenly Father’s commandments.
Many people feel that the commandments are burdensome and that they limit freedom and personal growth. But the Savior taught that true freedom comes only from following Him: “If ye continue in my word, then are ye my disciples indeed; and ye shall know the truth, and the truth shall make you free” (John 8:31–32). God gives commandments for your benefit. They are loving instructions for your happiness and your physical and spiritual well-being.
The Prophet Joseph Smith taught that obedience to the commandments leads to blessings from God. He said: “There is a law, irrevocably decreed in heaven before the foundations of this world, upon which all blessings are predicated—and when we obtain any blessing from God, it is by obedience to that law upon which it is predicated” (D&C 130:20–21). King Benjamin also taught this principle. “I would desire that ye should consider on the blessed and happy state of those that keep the commandments of God,” he counseled. “For behold, they are blessed in all things, both temporal and spiritual; and if they hold out faithful to the end they are received into heaven, that thereby they may dwell with God in a state of never-ending happiness. O remember, remember that these things are true; for the Lord God hath spoken it” (Mosiah 2:41).
Our obedience to the commandments is an expression of our love for Heavenly Father and Jesus Christ. The Savior said, “If ye love me, keep my commandments” (John 14:15). He later declared: “If ye keep my commandments, ye shall abide in my love; even as I have kept my Father’s commandments, and abide in his love” (John 15:10)."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/ordinances,Ordinances,"In the Church, an ordinance is a sacred, formal act performed by the authority of the priesthood. Some ordinances are essential to our exaltation. These ordinances are called saving ordinances. They include baptism, confirmation, ordination to the Melchizedek Priesthood (for men), the temple endowment, and the marriage sealing. With each of these ordinances, we enter into solemn covenants with the Lord.
Other ordinances, such as naming and blessing children, consecrating oil, and administering to the sick and afflicted, are also performed by priesthood authority. While they are not essential to our salvation, they are important for our comfort, guidance, and encouragement.
Ordinances and covenants help us remember who we are. They remind us of our duty to God. The Lord has provided them to help us come unto Him and receive eternal life. When we honor them, He strengthens us.
You may receive many opportunities to participate in priesthood ordinances. Whenever you have such an opportunity, do all you can to prepare yourself, whether you are performing the ordinance or receiving it. You can prepare by praying, fasting, counseling with priesthood leaders, and studying the scriptures and the words of latter-day prophets. If you are a priesthood holder, you should always be spiritually prepared to perform an ordinance. Live a clean, worthy life, and strive to receive the constant companionship of the Holy Ghost."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/original-sin,Original Sin,"Because of the Fall of Adam and Eve, all people live in a fallen condition, separated from God and subject to physical death. However, we are not condemned by what many call the “original sin.” In other words, we are not accountable for Adam’s transgression in the Garden of Eden. The Prophet Joseph Smith said, “We believe that men will be punished for their own sins, and not for Adam’s transgression” (Articles of Faith 1:2).
Through the Atonement, the Savior paid the price for the transgression in the Garden of Eden (see Moses 6:53). He has given us the assurance of resurrection and the promise that, based on our faithfulness, we can return to dwell in the presence of our Heavenly Father forever."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/paradise,Paradise,"In the scriptures, the word paradise is used in different ways. First, it designates a place of peace and happiness in the postmortal spirit world, reserved for those who have been baptized and who have remained faithful (see Alma 40:12; Moroni 10:34). Those in spirit prison have the opportunity to learn the gospel of Jesus Christ, repent of their sins, and receive the ordinances of baptism and confirmation through the work we do in temples (see D&C 138:30–35). When they do, they may enter paradise.
A second use of the word paradise is found in Luke’s account of the Savior’s Crucifixion. When Jesus was on the cross, a thief who also was being crucified said, “Lord, remember me when thou comest into thy kingdom” (Luke 23:42). According to Luke 23:43, the Lord replied, “Verily I say unto thee, To day shalt thou be with me in paradise.” The Prophet Joseph Smith explained that this is a mistranslation; the Lord actually said that the thief would be with Him in the world of spirits.
The word paradise is also found in 2 Corinthians 12:4, where it probably refers to the celestial kingdom. In the tenth article of faith, the word paradisiacal describes the earth’s glory in the Millennium."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/patriarchal-blessings,Patriarchal Blessings,"Patriarchal blessings are given to worthy members of the Church by ordained patriarchs. Your patriarchal blessing declares your lineage in the house of Israel and contains personal counsel from the Lord to you.
As you study your patriarchal blessing and follow the counsel it contains, it will provide guidance, comfort, and protection. To find out how to receive a patriarchal blessing, talk with your bishop or branch president.
Declaration of Lineage
Your patriarchal blessing includes a declaration of your lineage, stating that you are of the house of Israel—a descendant of Abraham, belonging to a specific tribe of Jacob. Many Latter-day Saints are of the tribe of Ephraim, the tribe given the primary responsibility to lead the latter-day work of the Lord.
Because each of us has many bloodlines running in us, two members of the same family may be declared as being of different tribes in Israel.
It does not matter if your lineage in the house of Israel is through bloodlines or by adoption. As a member of the Church, you are counted as a descendant of Abraham and an heir to all the promises and blessings contained in the Abrahamic covenant (see “Abrahamic Covenant,” pages 5–6).
Learning from Your Patriarchal Blessing
Once you have received your patriarchal blessing, you should read it humbly, prayerfully, and frequently. It is a personal revelation from your Heavenly Father, who knows your strengths, weaknesses, and eternal potential. Through your patriarchal blessing, He will help you learn what He expects of you. Your blessing may contain promises, admonitions, and warnings. As time goes on, you will recognize the power of the revelation in it.
As you follow the counsel in your blessing, you will be less likely to stumble or be misled. If you do not follow the counsel, you will not be able to receive the promised blessings.
While your patriarchal blessing contains inspired counsel and promises, you should not expect it to answer all your questions or to detail all that will happen in your life. If your blessing does not mention an important event, such as a full-time mission or marriage, you should not assume that you will not receive that opportunity.
Similarly, you should not assume that everything mentioned in your patriarchal blessing will be fulfilled in this life. A patriarchal blessing is eternal, and its promises may extend into the eternities. Be assured that if you are worthy, all promises will be fulfilled in the Lord’s due time. Those that are not realized in this life will be fulfilled in the next.
Your patriarchal blessing is sacred and personal. You may share it with immediate family members, but you should not read it aloud in public or permit others to read it or interpret it. Not even your patriarch or bishop or branch president should interpret it.
Treasure in your heart the precious words in your patriarchal blessing. Ponder them, and live so that you will be worthy to receive the promised blessings in this life and in the life to come."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/peace,Peace,"Many people think of peace as the absence of war. But we can feel peace even in times of war, and we can lack peace even when no war is raging. The mere absence of conflict is not enough to bring peace to our hearts. Peace comes through the gospel—through the Atonement of Jesus Christ, the ministration of the Holy Ghost, and our own righteousness, sincere repentance, and diligent service.
Even when the world is in turmoil all around you, you can receive the blessing of inner peace. This blessing will continue with you as you stay true to your testimony of the gospel and as you remember that Heavenly Father and Jesus Christ love you and watch over you.
In addition to feeling peace yourself, you can be an influence for peace in your family, your community, and the world. You work for peace when you keep the commandments, give service, care for family members and neighbors, and share the gospel. You work for peace whenever you help relieve the suffering of another.
The following words of the Savior teach us how we can experience the peace that the gospel brings:
“The Comforter, which is the Holy Ghost, whom the Father will send in my name, he shall teach you all things, and bring all things to your remembrance, whatsoever I have said unto you.
“Peace I leave with you, my peace I give unto you: not as the world giveth, give I unto you. Let not your heart be troubled, neither let it be afraid” (John 14:26–27).
“Fear not to do good, my sons, for whatsoever ye sow, that shall ye also reap; therefore, if ye sow good ye shall also reap good for your reward.
“Therefore, fear not, little flock; do good; let earth and hell combine against you, for if ye are built upon my rock, they cannot prevail.
“Behold, I do not condemn you; go your ways and sin no more; perform with soberness the work which I have commanded you.
“Look unto me in every thought; doubt not, fear not.
“Behold the wounds which pierced my side, and also the prints of the nails in my hands and feet; be faithful, keep my commandments, and ye shall inherit the kingdom of heaven” (D&C 6:33–37).
“These things I have spoken unto you, that in me ye might have peace. In the world ye shall have tribulation: but be of good cheer; I have overcome the world” (John 16:33).
As you remember the Savior and follow Him, you truly can be of good cheer. You can experience real, enduring peace at all times. You can find hope in the Savior’s first words to His disciples after His Resurrection: “Peace be unto you” (John 20:19)."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/plan-of-salvation,Plan of Salvation,"In the premortal existence, Heavenly Father prepared a plan to enable us to become like Him and receive a fulness of joy. The scriptures refer to this plan as “the plan of salvation” (Alma 24:14; Moses 6:62), “the great plan of happiness” (Alma 42:8), “the plan of redemption” (Jacob 6:8; Alma 12:30), and “the plan of mercy” (Alma 42:15).
The plan of salvation is the fulness of the gospel. It includes the Creation, the Fall, the Atonement of Jesus Christ, and all the laws, ordinances, and doctrines of the gospel. Moral agency, the ability to choose and act for ourselves, is also essential in Heavenly Father’s plan. Because of this plan, we can be perfected through the Atonement, receive a fulness of joy, and live forever in the presence of God. Our family relationships can last throughout the eternities.
You are a participant in Heavenly Father’s plan, and your eternal experience can be divided into three main parts: premortal life, mortal life, and life after death. As you come to understand the plan, you find answers to questions asked by so many: Where did we come from? Why are we here? Where do we go after this life?
Premortal Life
Before you were born on the earth, you lived in the presence of your Heavenly Father as one of His spirit children. In this premortal existence, you attended a council with Heavenly Father’s other spirit children. At that council, Heavenly Father presented His great plan of happiness (see Abraham 3:22–26).
In harmony with the plan of happiness, the premortal Jesus Christ, the Firstborn Son of the Father in the spirit, covenanted to be the Savior (see Moses 4:2; Abraham 3:27). Those who followed Heavenly Father and Jesus Christ were permitted to come to the earth to experience mortality and progress toward eternal life. Lucifer, another spirit son of God, rebelled against the plan and “sought to destroy the agency of man” (Moses 4:3). He became Satan, and he and his followers were cast out of heaven and denied the privileges of receiving a physical body and experiencing mortality (see Moses 4:4; Abraham 3:27–28).
Throughout your premortal life, you developed your identity and increased your spiritual capabilities. Blessed with the gift of agency, you made important decisions, such as the decision to follow Heavenly Father’s plan. These decisions affected your life then and now. You grew in intelligence and learned to love the truth, and you prepared to come to the earth, where you could continue to progress.
Mortal Life
You are now experiencing mortal life. Your spirit is united with your body, giving you opportunities to grow and develop in ways that were not possible in your premortal life. This part of your existence is a time of learning in which you can prove yourself, choose to come unto Christ, and prepare to be worthy of eternal life. It is also a time when you can help others find the truth and gain a testimony of the plan of salvation.
Life after Death
When you die, your spirit will enter the spirit world and await the resurrection. At the time of the resurrection, your spirit and body will reunite, and you will be judged and received into a kingdom of glory. The glory you inherit will depend on the depth of your conversion and your obedience to the Lord’s commandments (see “Kingdoms of Glory,” pages 92–95). It will depend on the manner in which you have “received the testimony of Jesus” (D&C 76:51; see also 76:74, 79, 101).
Blessings through Knowledge of the Plan
A testimony of the plan of salvation can give you hope and purpose as you wrestle with the challenges of life. You can find reassurance in the knowledge that you are a child of God and that you lived in His presence before you were born on the earth. You can find meaning in your present life, knowing that your actions during mortality influence your eternal destiny. With this knowledge, you can base important decisions on eternal truths rather than on the changing circumstances of life. You can continually improve your relationship with family members, rejoicing in the promise that your family can be eternal. You can find joy in your testimony of the Atonement and the Lord’s commandments, ordinances, covenants, and doctrines, knowing that “he who doeth the works of righteousness shall receive his reward, even peace in this world, and eternal life in the world to come” (D&C 59:23)."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/pornography,Pornography,"Pornography is any material depicting or describing the human body or sexual conduct in a way that arouses sexual feelings. It is distributed through many media, including magazines, books, television, movies, music, and the Internet. It is as harmful to the spirit as tobacco, alcohol, and drugs are to the body. Using pornographic material in any way is a violation of a commandment of God: “Thou shalt not … commit adultery … nor do anything like unto it” (D&C 59:6). It can lead to other serious sins. Members of the Church should avoid pornography in any form and should oppose its production, distribution, and use.
Pornography is tragically addictive. Like other addictions, it leads people to experiment and to seek more powerful stimulations. If you experiment with it and allow yourself to remain caught in its trap, it will destroy you, degrading your mind, heart, and spirit. It will rob you of self-respect and of your sense of the beauties of life. It will tear you down and lead you to evil thoughts and possibly evil actions. It will cause terrible damage to your family relationships.
Because of the addictive nature of pornography and the harm it can cause to body and spirit, servants of God have repeatedly warned us to shun it. If you are caught in the trap of pornography, stop immediately and seek help. Through repentance, you can receive forgiveness and find hope in the gospel. Go to your bishop or branch president for counsel on how to overcome your problem, and seek healing through the Atonement of Jesus Christ. Ask the Lord to give you the strength to overcome this terrible addiction."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/prayer,Prayer,"You are a child of God. Your Heavenly Father loves you and knows your needs, and He wants you to communicate with Him through prayer. Pray to Him and no one else. The Lord Jesus Christ commanded, “Ye must always pray unto the Father in my name” (3 Nephi 18:19).
As you make a habit of approaching God in prayer, you will come to know Him and draw ever nearer to Him. Your desires will become more like His. You will be able to secure for yourself and for others blessings that He is ready to give if you will but ask in faith.
Principles of Prayer
Your Heavenly Father is always ready to hear and answer your prayers. The power of your prayers depends on you. As you strive to make prayer a part of your life, remember this counsel:
Make your prayers meaningful.
The prophet Mormon warned that if anyone “shall pray and not with real intent of heart … it profiteth him nothing, for God receiveth none such” (Moroni 7:9). To make your prayers meaningful, you must pray with sincerity and “with all the energy of heart” (Moroni 7:48). Be careful to avoid “vain repetitions” when you pray (see Matthew 6:7). Give serious thought to your attitude and to the words you use.
Use language that shows love, respect, reverence, and closeness.
The application of this principle will vary according to the language you speak. If you pray in English, for example, you should use the pronouns of the scriptures when you address God—Thee, Thou, Thy, and Thine, rather than the more common pronouns you, your, and yours. Regardless of the language, the principle remains the same: When you pray, you should use words that appropriately convey a loving, worshipful relationship with God. You may have some difficulty learning the language of prayer, but you will gradually become more comfortable with it as you pray and read the scriptures.
Always give thanks to your Heavenly Father.
You should “live in thanksgiving daily, for the many mercies and blessings which he doth bestow upon you” (Alma 34:38). As you take time to remember your blessings, you will recognize how much your Heavenly Father has done for you. Express your thanks to Him.
Seek Heavenly Father’s guidance and strength in all you do.
Alma counseled his son Helaman: “Cry unto God for all thy support; yea, let all thy doings be unto the Lord, and whithersoever thou goest let it be in the Lord; yea, let all thy thoughts be directed unto the Lord; yea, let the affections of thy heart be placed upon the Lord forever. Counsel with the Lord in all thy doings, and he will direct thee for good; yea, when thou liest down at night lie down unto the Lord, that he may watch over you in your sleep; and when thou risest in the morning let thy heart be full of thanks unto God; and if ye do these things, ye shall be lifted up at the last day” (Alma 37:36–37; see also Alma 34:17–26).
Remember the needs of others as you pray.
Offer prayers “for your welfare, and also for the welfare of those who are around you” (Alma 34:27). Ask your Heavenly Father to bless and comfort those in need. Ask Him to inspire and strengthen the President of the Church, other General Authorities, and your local Church leaders. Pray for the welfare of family members and friends. Pray for government leaders. Ask the Lord to inspire and protect the missionaries and the people they are teaching.
Seek the guidance of the Holy Ghost so you will know what to include in your prayers.
The Holy Ghost can teach you to pray and guide you in the things you say (see Romans 8:26; 2 Nephi 32:8). He can help you pray “according to the will of God” (D&C 46:30).
When you make a request through prayer, do all you can to assist in its being granted.
Heavenly Father expects you to do more than merely ask Him for blessings. When you have an important decision to make, He often will require that you “study it out in your mind” before He will give you an answer (see D&C 9:7–8). Your prayers for guidance will be only as effective as your efforts to be receptive to the whisperings of the Holy Ghost. Your prayers for your own welfare and for the welfare of others will be in vain if you “turn away the needy, and the naked, and visit not the sick and afflicted, and impart of your substance, if ye have, to those who stand in need” (Alma 34:28).
If you have a difficult task before you, Heavenly Father is pleased when you get on your knees and ask for help and then get on your feet and go to work. He will help you in all your righteous pursuits, but He seldom will do something for you that you can do yourself.
Personal Prayer
In His Sermon on the Mount, Jesus Christ counseled: “Enter into thy closet, and when thou hast shut thy door, pray to thy Father which is in secret; and thy Father which seeth in secret shall reward thee openly” (Matthew 6:6). Personal, private prayer is an essential part of your spiritual development.
At least every morning and every night, find a place that is free from distractions. Kneel in humility and commune with your Heavenly Father. Although sometimes you may need to pray silently, make an extra effort at times to pray vocally (see D&C 19:28; 20:51).
Remember that prayer is two-way communication. As you close your prayers, take time to pause and listen. At times, Heavenly Father will counsel, guide, or comfort you while you are on your knees.
Never give in to the idea that you are not worthy to pray. This idea comes from Satan, who wants to convince you that you must not pray (see 2 Nephi 32:8). If you do not feel like praying, pray until you do feel like praying.
The Savior has commanded, “Pray always, that you may come off conqueror; yea, that you may conquer Satan, and that you may escape the hands of the servants of Satan that do uphold his work” (D&C 10:5). Although you cannot be continuously on your knees, always offering a personal, private prayer, you can let your heart be “full, drawn out in prayer unto [God] continually” (Alma 34:27; see also 3 Nephi 20:1). Throughout each day, you can maintain a constant feeling of love for your Heavenly Father and His Beloved Son. You can silently express gratitude to your Father and ask Him to strengthen you in your responsibilities. In times of temptation or physical danger, you can silently ask for His help.
Family Prayer
In addition to commanding us to pray in private, the Savior has exhorted us to pray with our families. He said, “Pray in your families unto the Father, always in my name, that your wives and your children may be blessed” (3 Nephi 18:21).
If you are married, make family prayer a consistent part of your family’s life. Every morning and every evening, kneel together in humility. Give each family member frequent opportunities to say the prayer. Unite in gratitude for the blessings Heavenly Father has given you. Unite in faith to plead for the blessings you need and to pray for others.
Through regular family prayer, you and your family members will draw nearer to God and to each other. Your children will learn to communicate with their Father in Heaven. You will all be better prepared to serve others and withstand temptations. Your home will be a place of spiritual strength, a refuge from the evil influences of the world.
Public Prayer
At times you may be asked to offer a public prayer, perhaps in a Church meeting or class. When you receive this opportunity, remember that you are communicating with Heavenly Father, not giving a public sermon. Do not worry about what others may think of what you say. Instead, offer a simple, heartfelt prayer.
Receiving Answers to Prayer
The Savior taught, “Ask, and it shall be given you; seek, and ye shall find; knock, and it shall be opened unto you: for every one that asketh receiveth; and he that seeketh findeth; and to him that knocketh it shall be opened” (Matthew 7:7–8). To the Nephites He said, “Whatsoever ye shall ask the Father in my name, which is right, believing that ye shall receive, behold it shall be given unto you” (3 Nephi 18:20).
Heavenly Father hears your prayers. He may not always answer as you expect, but He does answer—in His own time and according to His will. Because He knows what is best for you, He may sometimes answer no, even when your petitions are sincere.
Answers to prayer come in many ways. They often come through the still, small voice of the Holy Ghost (see “Revelation,” pages 140–44). They may come in the circumstances of your life or through the kind acts of those around you. As you continue to draw near to your Heavenly Father through prayer, you will recognize more readily His merciful and wise answers to your pleadings. You will find that He is your “refuge and strength, a very present help in trouble” (Psalm 46:1)."
